"Name","Start","End","Duration","Process"
"JS Bin - Collaborative JavaScript Debugging - Google Chrome","2023-05-12T02:12:46.0000000","2023-05-12T02:13:27.0000000","0:00:41","Google Chrome"
"JS Bin - Collaborative JavaScript Debugging - Google Chrome","2023-05-12T02:13:27.0000000","2023-05-12T02:13:43.0000000","0:00:16","Google Chrome"
"infovis/carreradebarras.html at main · velenp/infovis · GitHub - Google Chrome","2023-05-12T02:13:43.0000000","2023-05-12T02:13:51.0000000","0:00:08","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-12T02:13:51.0000000","2023-05-12T02:19:06.0000000","0:05:15","RStudio"
"RStudio: Notebook Output","2023-05-12T02:19:06.0000000","2023-05-12T02:19:22.0000000","0:00:16","RStudio"
"Conmutación de tareas","2023-05-12T02:19:22.0000000","2023-05-12T02:19:28.0000000","0:00:06","Sistema operativo Microsoft® Windows®"
"WhatsApp - Google Chrome","2023-05-12T02:19:28.0000000","2023-05-12T02:19:34.0000000","0:00:06","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-12T02:19:34.0000000","2023-05-12T02:19:50.0000000","0:00:16","Google Chrome"
"Save a ggplot (or other grid object) with sensible defaults — ggsave • ggplot2 - Google Chrome","2023-05-12T02:19:50.0000000","2023-05-12T02:19:57.0000000","0:00:07","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-12T02:19:57.0000000","2023-05-12T02:21:00.0000000","0:01:03","RStudio"
"Save a ggplot (or other grid object) with sensible defaults — ggsave • ggplot2 - Google Chrome","2023-05-12T02:21:00.0000000","2023-05-12T02:21:18.0000000","0:00:18","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-12T02:21:18.0000000","2023-05-12T02:21:52.0000000","0:00:34","RStudio"
"Choose Working Directory","2023-05-12T02:21:52.0000000","2023-05-12T02:21:57.0000000","0:00:05","RStudio"
"excesoMortalidad - main - RStudio","2023-05-12T02:21:57.0000000","2023-05-12T02:22:41.0000000","0:00:44","RStudio"
"Save a ggplot (or other grid object) with sensible defaults — ggsave • ggplot2 - Google Chrome","2023-05-12T02:22:41.0000000","2023-05-12T02:23:00.0000000","0:00:19","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-12T02:23:00.0000000","2023-05-12T02:23:45.0000000","0:00:45","RStudio"
"excesoMortalidad","2023-05-12T02:23:45.0000000","2023-05-12T02:23:57.0000000","0:00:12","Sistema operativo Microsoft® Windows®"
"plot1.png ‎- Fotos","2023-05-12T02:23:57.0000000","2023-05-12T02:24:02.0000000","0:00:05","Fotos"
"excesoMortalidad - main - RStudio","2023-05-12T02:24:02.0000000","2023-05-12T02:24:47.0000000","0:00:45","RStudio"
"Conmutación de tareas","2023-05-12T02:24:47.0000000","2023-05-12T02:24:54.0000000","0:00:07","Sistema operativo Microsoft® Windows®"
"plot1.png ‎- Fotos","2023-05-12T02:24:54.0000000","2023-05-12T02:25:04.0000000","0:00:10","Fotos"
"Cisco Jabber Application","2023-05-12T02:25:04.0000000","2023-05-12T02:25:29.0000000","0:00:25","Cisco Jabber Application"
"Save a ggplot (or other grid object) with sensible defaults — ggsave • ggplot2 - Google Chrome","2023-05-12T02:25:29.0000000","2023-05-12T02:25:35.0000000","0:00:06","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-12T02:25:35.0000000","2023-05-12T02:25:42.0000000","0:00:07","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-12T02:25:42.0000000","2023-05-12T02:25:50.0000000","0:00:08","Google Chrome"
"opensource illustrator - Buscar con Google - Google Chrome","2023-05-12T02:25:50.0000000","2023-05-12T02:25:59.0000000","0:00:09","Google Chrome"
"open source illustrator online - Buscar con Google - Google Chrome","2023-05-12T02:25:59.0000000","2023-05-12T02:26:09.0000000","0:00:10","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-12T02:26:09.0000000","2023-05-12T02:26:19.0000000","0:00:10","RStudio"
"Editor Gratuito de Illustrator Online 2023 - Google Chrome","2023-05-12T02:26:19.0000000","2023-05-12T02:26:35.0000000","0:00:16","Google Chrome"
"excesoMortalidad","2023-05-12T02:26:35.0000000","2023-05-12T02:26:41.0000000","0:00:06","Sistema operativo Microsoft® Windows®"
"Editor Gratuito de Illustrator Online 2023 - Google Chrome","2023-05-12T02:26:41.0000000","2023-05-12T02:26:57.0000000","0:00:16","Google Chrome"
"excesoMortalidad","2023-05-12T02:26:57.0000000","2023-05-12T02:27:08.0000000","0:00:11","Sistema operativo Microsoft® Windows®"
"Editor Gratuito de Illustrator Online 2023 - Google Chrome","2023-05-12T02:27:08.0000000","2023-05-12T02:27:46.0000000","0:00:38","Google Chrome"
"Abrir","2023-05-12T02:27:46.0000000","2023-05-12T02:27:59.0000000","0:00:13","Google Chrome"
"Editor Gratuito de Illustrator Online 2023 - Google Chrome","2023-05-12T02:27:59.0000000","2023-05-12T02:28:05.0000000","0:00:06","Google Chrome"
"open source illustrator online - Buscar con Google - Google Chrome","2023-05-12T02:28:05.0000000","2023-05-12T02:28:11.0000000","0:00:06","Google Chrome"
"Vectr - Free Online Vector Graphics Editor - Google Chrome","2023-05-12T02:28:11.0000000","2023-05-12T02:28:19.0000000","0:00:08","Google Chrome"
"Vectr - Google Chrome","2023-05-12T02:28:19.0000000","2023-05-12T02:28:24.0000000","0:00:05","Google Chrome"
"Vectr - Google Chrome","2023-05-12T02:28:24.0000000","2023-05-12T02:28:51.0000000","0:00:27","Google Chrome"
"Vectr - Google Chrome","2023-05-12T02:28:51.0000000","2023-05-12T02:28:56.0000000","0:00:05","Google Chrome"
"Acceso: Cuentas de Google - Google Chrome","2023-05-12T02:28:56.0000000","2023-05-12T02:29:01.0000000","0:00:05","Google Chrome"
"Vectr - Google Chrome","2023-05-12T02:29:01.0000000","2023-05-12T02:29:07.0000000","0:00:06","Google Chrome"
"Abrir","2023-05-12T02:29:07.0000000","2023-05-12T02:29:21.0000000","0:00:14","Google Chrome"
"Vectr - Google Chrome","2023-05-12T02:29:21.0000000","2023-05-12T02:29:27.0000000","0:00:06","Google Chrome"
"Vectr - Google Chrome","2023-05-12T02:29:27.0000000","2023-05-12T02:29:43.0000000","0:00:16","Google Chrome"
"JS Bin - Collaborative JavaScript Debugging - Google Chrome","2023-05-12T02:29:43.0000000","2023-05-12T02:29:50.0000000","0:00:07","Google Chrome"
"Page not found · GitHub Pages - Google Chrome","2023-05-12T02:29:50.0000000","2023-05-12T02:29:59.0000000","0:00:09","Google Chrome"
"Datawrapper: Create charts, maps, and tables - Google Chrome","2023-05-12T02:29:59.0000000","2023-05-12T02:30:07.0000000","0:00:08","Google Chrome"
"Cisco Jabber Application","2023-05-12T02:30:07.0000000","2023-05-12T02:30:13.0000000","0:00:06","Cisco Jabber Application"
"infovis/carreradebarras.html at main · velenp/infovis · GitHub - Google Chrome","2023-05-12T02:30:13.0000000","2023-05-12T02:30:19.0000000","0:00:06","Google Chrome"
"INVITACION - Introduccion a la CIE-11 - 2da Edicion.pdf - Google Drive - Google Chrome","2023-05-12T02:30:19.0000000","2023-05-12T02:30:24.0000000","0:00:05","Google Chrome"
"Cisco Jabber Application","2023-05-12T02:30:24.0000000","2023-05-12T02:30:40.0000000","0:00:16","Cisco Jabber Application"
"excesoMortalidad - main - RStudio","2023-05-12T02:30:40.0000000","2023-05-12T02:30:48.0000000","0:00:08","RStudio"
"Programas y características","2023-05-12T02:30:48.0000000","2023-05-12T02:30:54.0000000","0:00:06","Sistema operativo Microsoft® Windows®"
"Sistema operativo Microsoft® Windows®","2023-05-12T02:30:54.0000000","2023-05-12T02:31:00.0000000","0:00:06","Sistema operativo Microsoft® Windows®"
"Program Manager","2023-05-12T02:31:00.0000000","2023-05-12T02:31:07.0000000","0:00:07","Sistema operativo Microsoft® Windows®"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T02:31:07.0000000","2023-05-12T02:31:15.0000000","0:00:08","Google Chrome"
"Google's HTML5 slide template · GitHub - Google Chrome","2023-05-12T08:08:49.0000000","2023-05-12T08:09:01.0000000","0:00:12","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-12T08:09:01.0000000","2023-05-12T08:09:07.0000000","0:00:06","RStudio"
"excesoMortalidad","2023-05-12T08:09:07.0000000","2023-05-12T08:09:13.0000000","0:00:06","Sistema operativo Microsoft® Windows®"
"plot1.png ‎- Fotos","2023-05-12T08:09:13.0000000","2023-05-12T08:09:34.0000000","0:00:21","Fotos"
"Datawrapper: Create charts, maps, and tables - Google Chrome","2023-05-12T08:09:34.0000000","2023-05-12T08:09:52.0000000","0:00:18","Google Chrome"
"[ Insert title here ] - [rNMHG] - Upload Data - Datawrapper - Google Chrome","2023-05-12T08:09:52.0000000","2023-05-12T08:10:11.0000000","0:00:19","Google Chrome"
"Abrir","2023-05-12T08:10:11.0000000","2023-05-12T08:10:16.0000000","0:00:05","Google Chrome"
"https://app.datawrapper.de/chart/rNMHG/describe - Google Chrome","2023-05-12T08:10:16.0000000","2023-05-12T08:10:22.0000000","0:00:06","Google Chrome"
"[ Insert title here ] - [rNMHG] - Check & Describe - Datawrapper - Google Chrome","2023-05-12T08:10:22.0000000","2023-05-12T08:10:33.0000000","0:00:11","Google Chrome"
"[ Insert title here ] - [rNMHG] - Visualize - Datawrapper - Google Chrome","2023-05-12T08:10:33.0000000","2023-05-12T08:11:02.0000000","0:00:29","Google Chrome"
"[ Insert title here ] - [rNMHG] - Visualize - Datawrapper - Google Chrome","2023-05-12T08:11:02.0000000","2023-05-12T08:11:14.0000000","0:00:12","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-12T08:11:14.0000000","2023-05-12T08:11:20.0000000","0:00:06","Google Chrome"
"flourish - Buscar con Google - Google Chrome","2023-05-12T08:11:20.0000000","2023-05-12T08:11:25.0000000","0:00:05","Google Chrome"
"Flourish | Data Visualization & Storytelling - Google Chrome","2023-05-12T08:11:25.0000000","2023-05-12T08:11:34.0000000","0:00:09","Google Chrome"
"Flourish | Data Visualisation & Storytelling - Google Chrome","2023-05-12T08:11:34.0000000","2023-05-12T08:11:52.0000000","0:00:18","Google Chrome"
"Untitled visualisation | Flourish - Google Chrome","2023-05-12T08:11:52.0000000","2023-05-12T08:12:41.0000000","0:00:49","Google Chrome"
"Untitled visualisation | Flourish - Google Chrome","2023-05-12T08:12:41.0000000","2023-05-12T08:14:38.0000000","0:01:57","Google Chrome"
"prueba - Excel","2023-05-12T08:14:38.0000000","2023-05-12T08:14:46.0000000","0:00:08","Microsoft Excel"
"Libro1 - Excel","2023-05-12T08:14:46.0000000","2023-05-12T08:15:15.0000000","0:00:29","Microsoft Excel"
"Microsoft Excel","2023-05-12T08:15:15.0000000","2023-05-12T08:15:27.0000000","0:00:12","Microsoft Excel"
"Libro1 - Excel","2023-05-12T08:15:27.0000000","2023-05-12T08:15:39.0000000","0:00:12","Microsoft Excel"
"Untitled visualisation | Flourish - Google Chrome","2023-05-12T08:15:39.0000000","2023-05-12T08:15:54.0000000","0:00:15","Google Chrome"
"Conmutación de tareas","2023-05-12T08:15:54.0000000","2023-05-12T08:16:05.0000000","0:00:11","Sistema operativo Microsoft® Windows®"
"Untitled visualisation | Flourish - Google Chrome","2023-05-12T08:16:05.0000000","2023-05-12T08:21:15.0000000","0:05:10","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-12T08:21:15.0000000","2023-05-12T08:21:20.0000000","0:00:05","Google Chrome"
"Untitled visualisation | Flourish - Google Chrome","2023-05-12T08:21:20.0000000","2023-05-12T08:21:26.0000000","0:00:06","Google Chrome"
"HTML Color Codes - Google Chrome","2023-05-12T08:21:26.0000000","2023-05-12T08:21:43.0000000","0:00:17","Google Chrome"
"Untitled visualisation | Flourish - Google Chrome","2023-05-12T08:21:43.0000000","2023-05-12T08:28:31.0000000","0:06:48","Google Chrome"
"Libro1 - Excel","2023-05-12T08:28:31.0000000","2023-05-12T08:29:13.0000000","0:00:42","Microsoft Excel"
"Untitled visualisation | Flourish - Google Chrome","2023-05-12T08:29:13.0000000","2023-05-12T08:30:09.0000000","0:00:56","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:30:09.0000000","2023-05-12T08:30:21.0000000","0:00:12","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:30:21.0000000","2023-05-12T08:30:39.0000000","0:00:18","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:30:39.0000000","2023-05-12T08:30:45.0000000","0:00:06","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:30:45.0000000","2023-05-12T08:30:50.0000000","0:00:05","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:30:50.0000000","2023-05-12T08:30:56.0000000","0:00:06","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:30:56.0000000","2023-05-12T08:31:01.0000000","0:00:05","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:31:01.0000000","2023-05-12T08:31:12.0000000","0:00:11","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:31:12.0000000","2023-05-12T08:31:41.0000000","0:00:29","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:31:41.0000000","2023-05-12T08:31:52.0000000","0:00:11","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:31:52.0000000","2023-05-12T08:32:22.0000000","0:00:30","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:32:22.0000000","2023-05-12T08:35:19.0000000","0:02:57","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:35:19.0000000","2023-05-12T08:35:25.0000000","0:00:06","Google Chrome"
"Google's HTML5 slide template · GitHub - Google Chrome","2023-05-12T08:35:25.0000000","2023-05-12T08:35:30.0000000","0:00:05","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:35:30.0000000","2023-05-12T08:35:54.0000000","0:00:24","Google Chrome"
"Abrir","2023-05-12T08:35:54.0000000","2023-05-12T08:36:01.0000000","0:00:07","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:36:01.0000000","2023-05-12T08:36:18.0000000","0:00:17","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:36:18.0000000","2023-05-12T08:36:31.0000000","0:00:13","Google Chrome"
"Untitled visualisation | Flourish - Google Chrome","2023-05-12T08:36:31.0000000","2023-05-12T08:36:37.0000000","0:00:06","Google Chrome"
"Flourish - Canva Apps - Google Chrome","2023-05-12T08:36:37.0000000","2023-05-12T08:36:55.0000000","0:00:18","Google Chrome"
"Apps - Canva - Google Chrome","2023-05-12T08:36:55.0000000","2023-05-12T08:37:39.0000000","0:00:44","Google Chrome"
"Diseño sin título - Presentación - Google Chrome","2023-05-12T08:37:39.0000000","2023-05-12T08:38:42.0000000","0:01:03","Google Chrome"
"Abrir","2023-05-12T08:38:42.0000000","2023-05-12T08:38:49.0000000","0:00:07","Google Chrome"
"Diseño sin título - Presentación - Google Chrome","2023-05-12T08:38:49.0000000","2023-05-12T08:39:04.0000000","0:00:15","Google Chrome"
"Acceso: Cuentas de Google - Google Chrome","2023-05-12T08:39:04.0000000","2023-05-12T08:39:10.0000000","0:00:06","Google Chrome"
"Acceso: Cuentas de Google - Google Chrome","2023-05-12T08:39:10.0000000","2023-05-12T08:39:16.0000000","0:00:06","Google Chrome"
"Diseño sin título - Presentación - Google Chrome","2023-05-12T08:39:16.0000000","2023-05-12T08:40:54.0000000","0:01:38","Google Chrome"
"Centro de acciones","2023-05-12T08:40:54.0000000","2023-05-12T08:40:59.0000000","0:00:05","Windows Shell Experience Host"
"Diseño sin título - Presentación - Google Chrome","2023-05-12T08:40:59.0000000","2023-05-12T08:41:05.0000000","0:00:06","Google Chrome"
"Apps - Canva - Google Chrome","2023-05-12T08:41:05.0000000","2023-05-12T08:41:11.0000000","0:00:06","Google Chrome"
"Diseño sin título - Presentación - Google Chrome","2023-05-12T08:41:11.0000000","2023-05-12T08:41:18.0000000","0:00:07","Google Chrome"
"infovis/carreradebarras.html at main · velenp/infovis · GitHub - Google Chrome","2023-05-12T08:41:18.0000000","2023-05-12T08:41:23.0000000","0:00:05","Google Chrome"
"Diseño sin título - Presentación - Google Chrome","2023-05-12T08:41:23.0000000","2023-05-12T08:41:33.0000000","0:00:10","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:41:33.0000000","2023-05-12T08:41:55.0000000","0:00:22","Google Chrome"
"Diseño sin título - Presentación - Google Chrome","2023-05-12T08:41:55.0000000","2023-05-12T08:51:51.0000000","0:09:56","Google Chrome"
"Limitaciones en uso de metodología para estimar umbrales a partir de percentiles: Comparabilidad No incluye otras variables como la temperatura Se consideran dentro del histórico para evaluar el exceso años y meses previos en los que también hubo exceso - Presentación - Google Chrome","2023-05-12T08:51:51.0000000","2023-05-12T08:54:17.0000000","0:02:26","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:54:17.0000000","2023-05-12T08:54:25.0000000","0:00:08","Google Chrome"
"presentaciones_generales - Google Drive - Google Chrome","2023-05-12T08:54:25.0000000","2023-05-12T08:54:37.0000000","0:00:12","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-12T08:54:37.0000000","2023-05-12T08:54:48.0000000","0:00:11","Google Chrome"
"Enviados - vpennini@iecs.org.ar - Correo de IECS - Google Chrome","2023-05-12T08:54:48.0000000","2023-05-12T08:54:53.0000000","0:00:05","Google Chrome"
"IECS - Calendar - Semana del 7 de mayo de 2023 - Google Chrome","2023-05-12T08:54:53.0000000","2023-05-12T08:55:02.0000000","0:00:09","Google Chrome"
"Datawrapper: Create charts, maps, and tables - Google Chrome","2023-05-12T08:55:02.0000000","2023-05-12T08:55:07.0000000","0:00:05","Google Chrome"
"HTML Color Codes - Google Chrome","2023-05-12T08:55:07.0000000","2023-05-12T08:55:12.0000000","0:00:05","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-12T08:55:12.0000000","2023-05-12T08:55:17.0000000","0:00:05","Google Chrome"
"Recibidos (11.721) - velenpennini@gmail.com - Gmail - Google Chrome","2023-05-12T08:55:17.0000000","2023-05-12T08:55:27.0000000","0:00:10","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-12T08:55:27.0000000","2023-05-12T08:55:44.0000000","0:00:17","Google Chrome"
"Conmutación de tareas","2023-05-12T08:55:44.0000000","2023-05-12T08:55:49.0000000","0:00:05","Sistema operativo Microsoft® Windows®"
"(1) WhatsApp - Google Chrome","2023-05-12T08:55:49.0000000","2023-05-12T08:55:58.0000000","0:00:09","Google Chrome"
"Calendario de Google - Semana del 8 mayo 2023 - Google Chrome","2023-05-12T08:55:58.0000000","2023-05-12T08:56:03.0000000","0:00:05","Google Chrome"
"Limitaciones en uso de metodología para estimar umbrales a partir de percentiles: Comparabilidad No incluye otras variables como la temperatura Se consideran dentro del histórico para evaluar el exceso años y meses previos en los que también hubo exceso - Presentación - Google Chrome","2023-05-12T08:56:03.0000000","2023-05-12T08:56:35.0000000","0:00:32","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-12T08:56:35.0000000","2023-05-12T08:57:05.0000000","0:00:30","Google Chrome"
"Recibidos (11.721) - velenpennini@gmail.com - Gmail - Google Chrome","2023-05-12T08:57:05.0000000","2023-05-12T08:57:10.0000000","0:00:05","Google Chrome"
"Limitaciones en uso de metodología para estimar umbrales a partir de percentiles: Comparabilidad No incluye otras variables como la temperatura Se consideran dentro del histórico para evaluar el exceso años y meses previos en los que también hubo exceso - Presentación - Google Chrome","2023-05-12T08:57:10.0000000","2023-05-12T08:57:28.0000000","0:00:18","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-12T08:57:28.0000000","2023-05-12T08:57:45.0000000","0:00:17","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T08:57:45.0000000","2023-05-12T08:57:55.0000000","0:00:10","Google Chrome"
"Calendario de Google - Semana del 8 mayo 2023 - Google Chrome","2023-05-12T08:57:55.0000000","2023-05-12T08:58:01.0000000","0:00:06","Google Chrome"
"Nueva pestaña - Google Chrome","2023-05-12T08:58:01.0000000","2023-05-12T08:58:06.0000000","0:00:05","Google Chrome"
"Flourish | Data Visualization & Storytelling - Google Chrome","2023-05-12T08:58:06.0000000","2023-05-12T08:58:13.0000000","0:00:07","Google Chrome"
"Untitled visualisation | Flourish - Google Chrome","2023-05-12T08:58:13.0000000","2023-05-12T08:59:33.0000000","0:01:20","Google Chrome"
"Limitaciones en uso de metodología para estimar umbrales a partir de percentiles: Comparabilidad No incluye otras variables como la temperatura Se consideran dentro del histórico para evaluar el exceso años y meses previos en los que también hubo exceso - Presentación - Google Chrome","2023-05-12T08:59:33.0000000","2023-05-12T08:59:59.0000000","0:00:26","Google Chrome"
"Calendario de Google - Semana del 8 mayo 2023 - Google Chrome","2023-05-12T08:59:59.0000000","2023-05-12T09:00:06.0000000","0:00:07","Google Chrome"
"Meet: ozb-cbyi-xif - Google Chrome","2023-05-12T09:00:06.0000000","2023-05-12T09:00:13.0000000","0:00:07","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T09:00:13.0000000","2023-05-12T09:00:23.0000000","0:00:10","Google Chrome"
"CIIPS_exceso_mrtalidad REUNION LUNES - Presentaciones de Google - Google Chrome","2023-05-12T09:00:23.0000000","2023-05-12T09:00:28.0000000","0:00:05","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-12T09:00:28.0000000","2023-05-12T09:00:47.0000000","0:00:19","Google Chrome"
"Limitaciones en uso de metodología para estimar umbrales a partir de percentiles: Comparabilidad No incluye otras variables como la temperatura Se consideran dentro del histórico para evaluar el exceso años y meses previos en los que también hubo exceso - Presentación - Google Chrome","2023-05-12T09:00:47.0000000","2023-05-12T09:00:58.0000000","0:00:11","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-12T09:00:58.0000000","2023-05-12T09:01:26.0000000","0:00:28","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-12T09:01:26.0000000","2023-05-12T09:01:50.0000000","0:00:24","Google Chrome"
"Sin título - Google Chrome","2023-05-12T09:01:50.0000000","2023-05-12T09:01:55.0000000","0:00:05","Google Chrome"
"Limitaciones en uso de metodología para estimar umbrales a partir de percentiles: Comparabilidad No incluye otras variables como la temperatura Se consideran dentro del histórico para evaluar el exceso años y meses previos en los que también hubo exceso - Presentación - Google Chrome","2023-05-12T09:01:55.0000000","2023-05-12T09:02:35.0000000","0:00:40","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-12T09:02:35.0000000","2023-05-12T09:02:56.0000000","0:00:21","Google Chrome"
"Limitaciones en uso de metodología para estimar umbrales a partir de percentiles: Comparabilidad No incluye otras variables como la temperatura Se consideran dentro del histórico para evaluar el exceso años y meses previos en los que también hubo exceso - Presentación - Google Chrome","2023-05-12T09:02:56.0000000","2023-05-12T09:03:10.0000000","0:00:14","Google Chrome"
"Limitaciones en uso de metodología para estimar umbrales a partir de percentiles: Comparabilidad No incluye otras variables como la temperatura Se consideran dentro del histórico para evaluar el exceso años y meses previos en los que también hubo exceso - Presentación - Google Chrome","2023-05-12T09:03:10.0000000","2023-05-12T09:04:00.0000000","0:00:50","Google Chrome"
"(1) WhatsApp - Google Chrome","2023-05-12T09:04:00.0000000","2023-05-12T09:04:10.0000000","0:00:10","Google Chrome"
"Limitaciones en uso de metodología para estimar umbrales a partir de percentiles: Comparabilidad No incluye otras variables como la temperatura Se consideran dentro del histórico para evaluar el exceso años y meses previos en los que también hubo exceso - Presentación - Google Chrome","2023-05-12T09:04:10.0000000","2023-05-12T09:04:59.0000000","0:00:49","Google Chrome"
"Recibidos (11.722) - velenpennini@gmail.com - Gmail - Google Chrome","2023-05-12T09:04:59.0000000","2023-05-12T09:05:06.0000000","0:00:07","Google Chrome"
"excesoMortalidad - main - RStudio","2023-05-12T09:05:06.0000000","2023-05-12T09:05:25.0000000","0:00:19","RStudio"
"Meet: EpiPolitica - Google Chrome","2023-05-12T09:05:25.0000000","2023-05-12T09:07:35.0000000","0:02:10","Google Chrome"
"Minutas | EpiPolitica - Documentos de Google - Google Chrome","2023-05-12T09:07:35.0000000","2023-05-12T09:07:45.0000000","0:00:10","Google Chrome"
"Minutas | EpiPolitica - Documentos de Google - Google Chrome","2023-05-12T09:07:45.0000000","2023-05-12T09:07:51.0000000","0:00:06","Google Chrome"
"Minutas | EpiPolitica - Documentos de Google - Google Chrome","2023-05-12T09:07:51.0000000","2023-05-12T09:08:30.0000000","0:00:39","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-12T09:08:30.0000000","2023-05-12T09:32:14.0000000","0:23:44","Google Chrome"
"Calendario de Google - Semana del 8 mayo 2023 - Google Chrome","2023-05-12T09:32:14.0000000","2023-05-12T09:32:22.0000000","0:00:08","Google Chrome"
"IECS - Calendar - Semana del 7 de mayo de 2023 - Google Chrome","2023-05-12T09:32:22.0000000","2023-05-12T09:32:38.0000000","0:00:16","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-12T09:32:38.0000000","2023-05-12T09:32:52.0000000","0:00:14","Google Chrome"
"IECS - Calendar - Semana del 7 de mayo de 2023 - Google Chrome","2023-05-12T09:32:52.0000000","2023-05-12T09:33:01.0000000","0:00:09","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-12T09:33:01.0000000","2023-05-12T09:33:08.0000000","0:00:07","Google Chrome"
"Conmutación de tareas","2023-05-12T09:33:08.0000000","2023-05-12T09:33:13.0000000","0:00:05","Sistema operativo Microsoft® Windows®"
"Meet: EpiPolitica - Google Chrome","2023-05-12T09:33:13.0000000","2023-05-12T09:33:20.0000000","0:00:07","Google Chrome"
"Calendario de Google - Semana del 8 mayo 2023 - Google Chrome","2023-05-12T09:33:20.0000000","2023-05-12T09:33:26.0000000","0:00:06","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-12T09:33:26.0000000","2023-05-12T09:33:43.0000000","0:00:17","Google Chrome"
"Recibidos (11.722) - velenpennini@gmail.com - Gmail - Google Chrome","2023-05-12T09:33:43.0000000","2023-05-12T09:33:52.0000000","0:00:09","Google Chrome"
"IECS - Calendar - Semana del 7 de mayo de 2023 - Google Chrome","2023-05-12T09:33:52.0000000","2023-05-12T09:33:59.0000000","0:00:07","Google Chrome"
"IECS - Calendar - Detalles del evento - Google Chrome","2023-05-12T09:33:59.0000000","2023-05-12T09:34:04.0000000","0:00:05","Google Chrome"
"Calendario de Google - Semana del 8 mayo 2023 - Google Chrome","2023-05-12T09:34:04.0000000","2023-05-12T09:34:10.0000000","0:00:06","Google Chrome"
"Meet: EpiPolitica - Google Chrome","2023-05-12T09:34:10.0000000","2023-05-12T09:37:20.0000000","0:03:10","Google Chrome"
