Name,Start,End,Duration,Process,,,
Últimas Noticias de Argentina y del Mundo - Infobae - Google Chrome,2023-05-08T12:21:40.0000000,2023-05-08T12:22:05.0000000,00:00:25,Google Chrome,,,
Cómo es la campaña nacional de detección gratuita de dermatitis atópica y dónde consultar - Infobae - Google Chrome,2023-05-08T12:22:05.0000000,2023-05-08T12:23:01.0000000,00:00:56,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T12:23:01.0000000,2023-05-08T12:23:09.0000000,00:00:08,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:23:09.0000000,2023-05-08T12:23:56.0000000,00:00:47,Google Chrome,,,
Últimas Noticias de Argentina y del Mundo - Infobae - Google Chrome,2023-05-08T12:23:56.0000000,2023-05-08T12:30:55.0000000,00:06:59,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:30:55.0000000,2023-05-08T12:32:02.0000000,00:01:07,Google Chrome,,,
Últimas Noticias de Argentina y del Mundo - Infobae - Google Chrome,2023-05-08T12:32:02.0000000,2023-05-08T12:32:08.0000000,00:00:06,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:32:08.0000000,2023-05-08T12:32:36.0000000,00:00:28,Google Chrome,,,
Hacemos periodismo - Infobae - Google Chrome,2023-05-08T12:32:36.0000000,2023-05-08T12:32:51.0000000,00:00:15,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:32:51.0000000,2023-05-08T12:33:13.0000000,00:00:22,Google Chrome,,,
Hacemos periodismo - Infobae - Google Chrome,2023-05-08T12:33:13.0000000,2023-05-08T12:33:23.0000000,00:00:10,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:33:23.0000000,2023-05-08T12:33:57.0000000,00:00:34,Google Chrome,,,
Nueva pestaña - Google Chrome,2023-05-08T12:33:57.0000000,2023-05-08T12:34:05.0000000,00:00:08,Google Chrome,,,
Roger Waters - Google Chrome,2023-05-08T12:34:05.0000000,2023-05-08T12:34:11.0000000,00:00:06,Google Chrome,,,
Queue-it - Google Chrome,2023-05-08T12:34:11.0000000,2023-05-08T12:34:22.0000000,00:00:11,Google Chrome,,,
Queue-it - Google Chrome,2023-05-08T12:34:22.0000000,2023-05-08T12:34:32.0000000,00:00:10,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:34:32.0000000,2023-05-08T12:34:40.0000000,00:00:08,Google Chrome,,,
roger waters argentina - Buscar con Google - Google Chrome,2023-05-08T12:34:40.0000000,2023-05-08T12:34:51.0000000,00:00:11,Google Chrome,,,
Queue-it - Google Chrome,2023-05-08T12:34:51.0000000,2023-05-08T12:35:04.0000000,00:00:13,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:35:04.0000000,2023-05-08T12:35:11.0000000,00:00:07,Google Chrome,,,
Queue-it - Google Chrome,2023-05-08T12:35:11.0000000,2023-05-08T12:35:18.0000000,00:00:07,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:35:18.0000000,2023-05-08T12:36:51.0000000,00:01:33,Google Chrome,,,
Queue-it - Google Chrome,2023-05-08T12:36:51.0000000,2023-05-08T12:37:00.0000000,00:00:09,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:37:00.0000000,2023-05-08T12:37:19.0000000,00:00:19,Google Chrome,,,
Queue-it - Google Chrome,2023-05-08T12:37:19.0000000,2023-05-08T12:37:48.0000000,00:00:29,Google Chrome,,,
Hacemos periodismo - Infobae - Google Chrome,2023-05-08T12:37:48.0000000,2023-05-08T12:37:55.0000000,00:00:07,Google Chrome,,,
Queue-it - Google Chrome,2023-05-08T12:37:55.0000000,2023-05-08T12:38:11.0000000,00:00:16,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:38:11.0000000,2023-05-08T12:38:23.0000000,00:00:12,Google Chrome,,,
Hacemos periodismo - Infobae - Google Chrome,2023-05-08T12:38:23.0000000,2023-05-08T12:38:32.0000000,00:00:09,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:38:32.0000000,2023-05-08T12:38:49.0000000,00:00:17,Google Chrome,,,
Hacemos periodismo - Infobae - Google Chrome,2023-05-08T12:38:49.0000000,2023-05-08T12:39:07.0000000,00:00:18,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:39:07.0000000,2023-05-08T12:39:59.0000000,00:00:52,Google Chrome,,,
Hacemos periodismo - Infobae - Google Chrome,2023-05-08T12:39:59.0000000,2023-05-08T12:40:13.0000000,00:00:14,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:40:13.0000000,2023-05-08T12:40:35.0000000,00:00:22,Google Chrome,,,
(6) WhatsApp - Google Chrome,2023-05-08T12:40:35.0000000,2023-05-08T12:42:09.0000000,00:01:34,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:42:09.0000000,2023-05-08T12:42:33.0000000,00:00:24,Google Chrome,,,
the cure - Buscar con Google - Google Chrome,2023-05-08T12:42:33.0000000,2023-05-08T12:42:54.0000000,00:00:21,Google Chrome,,,
The Cure viene a la Argentina en 2023: cuándo y dónde tocará  | Lo confirmó Robert Smith | Página12 - Google Chrome,2023-05-08T12:42:54.0000000,2023-05-08T12:43:21.0000000,00:00:27,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:43:21.0000000,2023-05-08T12:43:40.0000000,00:00:19,Google Chrome,,,
Queue-it - Google Chrome,2023-05-08T12:43:40.0000000,2023-05-08T12:44:00.0000000,00:00:20,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:44:00.0000000,2023-05-08T12:44:09.0000000,00:00:09,Google Chrome,,,
Hacemos periodismo - Infobae - Google Chrome,2023-05-08T12:44:09.0000000,2023-05-08T12:44:42.0000000,00:00:33,Google Chrome,,,
Felipe Álvarez: “Votar a Milei es ser funcional al kirchnerismo, nos duele por los miles de riojanos que querían un cambio” - Infobae - Google Chrome,2023-05-08T12:44:42.0000000,2023-05-08T12:44:56.0000000,00:00:14,Google Chrome,,
(5) WhatsApp - Google Chrome,2023-05-08T12:44:56.0000000,2023-05-08T12:45:15.0000000,00:00:19,Google Chrome,,,
Chapter 11 Introduction to Generalized Additive Mixed Models (GAMMs) | Workshop 8: Generalized additive models in R - Google Chrome,2023-05-08T12:45:15.0000000,2023-05-08T12:45:21.0000000,00:00:06,Google Chrome,,,
Queue-it - Google Chrome,2023-05-08T12:45:21.0000000,2023-05-08T12:45:26.0000000,00:00:05,Google Chrome,,,
YouTube - Google Chrome,2023-05-08T12:45:26.0000000,2023-05-08T12:45:34.0000000,00:00:08,Google Chrome,,,
the cure - YouTube - Google Chrome,2023-05-08T12:45:34.0000000,2023-05-08T12:45:49.0000000,00:00:15,Google Chrome,,,
The Cure - Boys Don't Cry - YouTube - Google Chrome,2023-05-08T12:45:49.0000000,2023-05-08T12:46:02.0000000,00:00:13,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:46:02.0000000,2023-05-08T12:46:12.0000000,00:00:10,Google Chrome,,,
Nueva pestaña - Google Chrome,2023-05-08T12:46:12.0000000,2023-05-08T12:46:25.0000000,00:00:13,Google Chrome,,,
movistar arena - Buscar con Google - Google Chrome,2023-05-08T12:46:25.0000000,2023-05-08T12:46:32.0000000,00:00:07,Google Chrome,,,
Movistar Arena Argentina | Se siente - Google Chrome,2023-05-08T12:46:32.0000000,2023-05-08T12:46:54.0000000,00:00:22,Google Chrome,,,
MOVISTARARENA - Google Chrome,2023-05-08T12:46:54.0000000,2023-05-08T12:47:47.0000000,00:00:53,Google Chrome,,,
MOVISTARARENA - Google Chrome,2023-05-08T12:47:47.0000000,2023-05-08T12:47:53.0000000,00:00:06,Google Chrome,,,
MOVISTARARENA - Google Chrome,2023-05-08T12:47:53.0000000,2023-05-08T12:49:08.0000000,00:01:15,Google Chrome,,,
The Cure |🏆The GREATEST Songs🏆| C1 | #thecure #thegreatest #gadungs_ - YouTube - Google Chrome,2023-05-08T12:49:08.0000000,2023-05-08T12:49:16.0000000,00:00:08,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:49:16.0000000,2023-05-08T12:49:24.0000000,00:00:08,Google Chrome,,,
movistar arena - Buscar con Google - Google Chrome,2023-05-08T12:49:24.0000000,2023-05-08T12:49:30.0000000,00:00:06,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-08T12:49:30.0000000,2023-05-08T12:49:39.0000000,00:00:09,RStudio,,,
MOVISTARARENA - Google Chrome,2023-05-08T12:49:39.0000000,2023-05-08T12:49:45.0000000,00:00:06,Google Chrome,,,
MOVISTARARENA - Google Chrome,2023-05-08T12:49:45.0000000,2023-05-08T12:49:54.0000000,00:00:09,Google Chrome,,,
Exceso de Mortalidad - Google Chrome,2023-05-08T12:49:54.0000000,2023-05-08T12:50:21.0000000,00:00:27,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:50:21.0000000,2023-05-08T12:51:28.0000000,00:01:07,Google Chrome,,,
Exceso de Mortalidad - Google Chrome,2023-05-08T12:51:28.0000000,2023-05-08T12:51:42.0000000,00:00:14,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:51:42.0000000,2023-05-08T12:52:05.0000000,00:00:23,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T12:52:05.0000000,2023-05-08T12:52:44.0000000,00:00:39,Google Chrome,,,
Queue-it - Google Chrome,2023-05-08T12:52:44.0000000,2023-05-08T12:52:49.0000000,00:00:05,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:52:49.0000000,2023-05-08T12:52:54.0000000,00:00:05,Google Chrome,,,
1853-810X-rasp-10-41-28.pdf - Google Chrome,2023-05-08T12:52:54.0000000,2023-05-08T12:53:06.0000000,00:00:12,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:53:06.0000000,2023-05-08T12:53:48.0000000,00:00:42,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T12:53:48.0000000,2023-05-08T12:53:55.0000000,00:00:07,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T12:53:55.0000000,2023-05-08T12:55:07.0000000,00:01:12,Google Chrome,,,
Microsoft Word,2023-05-08T12:55:07.0000000,2023-05-08T12:55:12.0000000,00:00:05,Microsoft Word,,,
Sistema operativo Microsoft® Windows®,2023-05-08T12:55:12.0000000,2023-05-08T12:55:17.0000000,00:00:05,Sistema operativo Microsoft® Windows®,,,
Descargas,2023-05-08T12:55:17.0000000,2023-05-08T12:55:23.0000000,00:00:06,Sistema operativo Microsoft® Windows®,,,
MORTALIDAD ASOCIADA A EVENTOS EXTREMOS DE FRÍO EN ARGENTINA,.pdf - Adobe Acrobat Reader (64-bit),2023-05-08T12:55:23.0000000,2023-05-08T12:57:23.0000000,00:02:00,Adobe Acrobat,,
(5) WhatsApp - Google Chrome,2023-05-08T12:57:23.0000000,2023-05-08T12:58:04.0000000,00:00:41,Google Chrome,,,
Exceso de Mortalidad - Google Chrome,2023-05-08T12:58:04.0000000,2023-05-08T12:58:11.0000000,00:00:07,Google Chrome,,,
RPubs - ModelaR - Google Chrome,2023-05-08T12:58:11.0000000,2023-05-08T12:58:16.0000000,00:00:05,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-08T12:58:16.0000000,2023-05-08T12:59:45.0000000,00:01:29,RStudio,,,
IECS - Calendar - Semana del 7 de mayo de 2023 - Google Chrome,2023-05-08T12:59:45.0000000,2023-05-08T12:59:51.0000000,00:00:06,Google Chrome,,,
AVISO DE PAGO DE HONORARIOS IECS ABRIL 2023_Velen Pennini - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-08T12:59:51.0000000,2023-05-08T12:59:56.0000000,00:00:05,Google Chrome,,,
Invitación: CLIAS-WEBINAR mié 17 de may de 2023 2pm - 3pm (ART) (vpennini@iecs.org.ar) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-08T12:59:56.0000000,2023-05-08T13:00:08.0000000,00:00:12,Google Chrome,,,
Oportunidades de Financiamiento- Novedades Semanales - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-08T13:00:08.0000000,2023-05-08T13:00:15.0000000,00:00:07,Google Chrome,,,
Recibidos (58) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-08T13:00:15.0000000,2023-05-08T13:00:23.0000000,00:00:08,Google Chrome,,,
Invitación: CLIAS-WEBINAR mié 17 de may de 2023 2pm - 3pm (ART) (vpennini@iecs.org.ar) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-08T13:00:23.0000000,2023-05-08T13:00:28.0000000,00:00:05,Google Chrome,,,
Recibidos (58) - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-08T13:00:28.0000000,2023-05-08T13:00:43.0000000,00:00:15,Google Chrome,,,
Importante actualizacion de seguridad para Google Chrome - vpennini@iecs.org.ar - Correo de IECS - Google Chrome,2023-05-08T13:00:43.0000000,2023-05-08T13:01:02.0000000,00:00:19,Google Chrome,,,
AFIP - Google Chrome,2023-05-08T13:01:02.0000000,2023-05-08T13:01:10.0000000,00:00:08,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T13:01:10.0000000,2023-05-08T13:01:47.0000000,00:00:37,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T13:01:47.0000000,2023-05-08T13:01:54.0000000,00:00:07,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-08T13:01:54.0000000,2023-05-08T13:04:33.0000000,00:02:39,RStudio,,,
Queue-it - Google Chrome,2023-05-08T13:04:33.0000000,2023-05-08T13:04:40.0000000,00:00:07,Google Chrome,,,
MOVISTARARENA - Google Chrome,2023-05-08T13:04:40.0000000,2023-05-08T13:04:45.0000000,00:00:05,Google Chrome,,,
https://www.rdocumentation.org/packages/mgcv/versions/1.8-42/topics/predict.gam - Google Chrome,2023-05-08T13:04:45.0000000,2023-05-08T13:04:51.0000000,00:00:06,Google Chrome,,,
predict.gam function - RDocumentation - Google Chrome,2023-05-08T13:04:51.0000000,2023-05-08T13:04:56.0000000,00:00:05,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T13:04:56.0000000,2023-05-08T13:05:01.0000000,00:00:05,Google Chrome,,,
predict.gam function - RDocumentation - Google Chrome,2023-05-08T13:05:01.0000000,2023-05-08T13:05:21.0000000,00:00:20,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-08T13:05:21.0000000,2023-05-08T13:07:54.0000000,00:02:33,RStudio,,,
Herramienta Recortes,2023-05-08T13:07:54.0000000,2023-05-08T13:08:08.0000000,00:00:14,Snipping Tool,,,
excesoMortalidad - main - RStudio,2023-05-08T13:08:08.0000000,2023-05-08T13:08:15.0000000,00:00:07,RStudio,,,
Conmutación de tareas,2023-05-08T13:08:15.0000000,2023-05-08T13:08:25.0000000,00:00:10,Sistema operativo Microsoft® Windows®,,,
(4) WhatsApp - Google Chrome,2023-05-08T13:08:25.0000000,2023-05-08T13:13:59.0000000,00:05:34,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-08T13:13:59.0000000,2023-05-08T13:14:09.0000000,00:00:10,RStudio,,,
(4) WhatsApp - Google Chrome,2023-05-08T13:14:09.0000000,2023-05-08T13:14:30.0000000,00:00:21,Google Chrome,,,
Pizzo, Sra. Sabrina (ARG) | Microsoft Teams,2023-05-08T13:14:30.0000000,2023-05-08T13:14:48.0000000,00:00:18,Microsoft Teams,,
Cáceres, Analía (OS-) | Microsoft Teams,2023-05-08T13:14:48.0000000,2023-05-08T13:15:03.0000000,00:00:15,Microsoft Teams,,
Pizzo, Sra. Sabrina (ARG) | Microsoft Teams,2023-05-08T13:15:03.0000000,2023-05-08T13:18:31.0000000,00:03:28,Microsoft Teams,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-08T13:18:31.0000000,2023-05-08T13:19:00.0000000,00:00:29,Microsoft Outlook,,,
Pizzo, Sra. Sabrina (ARG) | Microsoft Teams,2023-05-08T13:19:00.0000000,2023-05-08T13:23:10.0000000,00:04:10,Microsoft Teams,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-08T13:23:10.0000000,2023-05-08T13:23:29.0000000,00:00:19,Microsoft Outlook,,,
TDRs nueva contratacion Ing en sistemas para nuevas implementaciones 2023 V2  -  Vista protegida - Word,2023-05-08T13:23:29.0000000,2023-05-08T13:23:52.0000000,00:00:23,Microsoft Word,,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-08T13:23:52.0000000,2023-05-08T13:24:00.0000000,00:00:08,Microsoft Outlook,,,
Guardar datos adjuntos,2023-05-08T13:24:00.0000000,2023-05-08T13:24:12.0000000,00:00:12,Microsoft Outlook,,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-08T13:24:12.0000000,2023-05-08T13:24:22.0000000,00:00:10,Microsoft Outlook,,,
Sin título - Mensaje (HTML) ,2023-05-08T13:24:22.0000000,2023-05-08T13:24:35.0000000,00:00:13,Microsoft Outlook,,,
Insertar archivo,2023-05-08T13:24:35.0000000,2023-05-08T13:24:43.0000000,00:00:08,Microsoft Outlook,,,
Sin título - Mensaje (HTML) ,2023-05-08T13:24:43.0000000,2023-05-08T13:24:52.0000000,00:00:09,Microsoft Outlook,,,
tdrs de gasso - Mensaje (HTML) ,2023-05-08T13:24:52.0000000,2023-05-08T13:25:01.0000000,00:00:09,Microsoft Outlook,,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-08T13:25:01.0000000,2023-05-08T13:25:09.0000000,00:00:08,Microsoft Outlook,,,
Pizzo, Sra. Sabrina (ARG) | Microsoft Teams,2023-05-08T13:25:09.0000000,2023-05-08T13:25:30.0000000,00:00:21,Microsoft Teams,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-08T13:25:30.0000000,2023-05-08T13:25:47.0000000,00:00:17,Microsoft Outlook,,,
Cáceres, Analía (OS-) | Microsoft Teams,2023-05-08T13:25:47.0000000,2023-05-08T13:27:59.0000000,00:02:12,Microsoft Teams,,
Cáceres, Analía (OS-) | Microsoft Teams,2023-05-08T13:48:30.0000000,2023-05-08T13:50:00.0000000,00:01:30,Microsoft Teams,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-08T13:50:00.0000000,2023-05-08T13:50:09.0000000,00:00:09,Microsoft Outlook,,,
Roger Waters - Google Chrome,2023-05-08T13:50:09.0000000,2023-05-08T13:50:32.0000000,00:00:23,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T13:50:32.0000000,2023-05-08T13:51:06.0000000,00:00:34,Google Chrome,,,
Hacemos periodismo - Infobae - Google Chrome,2023-05-08T13:51:06.0000000,2023-05-08T13:54:14.0000000,00:03:08,Google Chrome,,,
La inflación porteña fue de 7,8% en abril y del 110,4% en el último año - Infobae - Google Chrome,2023-05-08T13:54:14.0000000,2023-05-08T13:59:20.0000000,00:05:06,Google Chrome,
excesoMortalidad - main - RStudio,2023-05-08T13:59:20.0000000,2023-05-08T14:10:14.0000000,00:10:54,RStudio,,,
(4) WhatsApp - Google Chrome,2023-05-08T14:10:14.0000000,2023-05-08T14:10:30.0000000,00:00:16,Google Chrome,,,
Abrir,2023-05-08T14:10:30.0000000,2023-05-08T14:10:55.0000000,00:00:25,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T14:10:55.0000000,2023-05-08T14:11:04.0000000,00:00:09,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-08T14:11:04.0000000,2023-05-08T14:24:54.0000000,00:13:50,RStudio,,,
(4) WhatsApp - Google Chrome,2023-05-08T14:24:54.0000000,2023-05-08T14:25:16.0000000,00:00:22,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-08T14:25:16.0000000,2023-05-08T14:27:54.0000000,00:02:38,RStudio,,,
Cáceres, Analía (OS-) | Microsoft Teams,2023-05-08T14:27:54.0000000,2023-05-08T14:29:03.0000000,00:01:09,Microsoft Teams,,
excesoMortalidad - main - RStudio,2023-05-08T14:29:03.0000000,2023-05-08T14:41:09.0000000,00:12:06,RStudio,,,
Cáceres, Analía (OS-) | Microsoft Teams,2023-05-08T14:41:09.0000000,2023-05-08T14:41:17.0000000,00:00:08,Microsoft Teams,,
La inflación porteña fue de 7,8% en abril y del 110,4% en el último año - Infobae - Google Chrome,2023-05-08T14:41:17.0000000,2023-05-08T14:41:44.0000000,00:00:27,Google Chrome,
La inflación porteña fue de 7,8% en abril y del 110,4% en el último año - Infobae - Google Chrome,2023-05-08T14:41:44.0000000,2023-05-08T14:41:49.0000000,00:00:05,Google Chrome,
left_join r diferent by - Buscar con Google - Google Chrome,2023-05-08T14:41:49.0000000,2023-05-08T14:41:58.0000000,00:00:09,Google Chrome,,,
r - How to specify names of columns for x and y when joining in dplyr? - Stack Overflow - Google Chrome,2023-05-08T14:41:58.0000000,2023-05-08T14:42:24.0000000,00:00:26,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-08T14:42:24.0000000,2023-05-08T14:46:18.0000000,00:03:54,RStudio,,,
(4) WhatsApp - Google Chrome,2023-05-08T14:46:18.0000000,2023-05-08T14:48:06.0000000,00:01:48,Google Chrome,,,
excesoMortalidad - main - RStudio,2023-05-08T14:48:06.0000000,2023-05-08T14:49:39.0000000,00:01:33,RStudio,,,
(4) WhatsApp - Google Chrome,2023-05-08T14:49:39.0000000,2023-05-08T14:50:28.0000000,00:00:49,Google Chrome,,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-08T14:50:28.0000000,2023-05-08T14:53:02.0000000,00:02:34,Microsoft Outlook,,,
Sistema operativo Microsoft® Windows®,2023-05-08T14:53:02.0000000,2023-05-08T14:56:01.0000000,00:02:59,Sistema operativo Microsoft® Windows®,,,
Sistema operativo Microsoft® Windows®,2023-05-08T15:01:41.0000000,2023-05-08T15:01:58.0000000,00:00:17,Sistema operativo Microsoft® Windows®,,,
excesoMortalidad - main - RStudio,2023-05-08T15:01:58.0000000,2023-05-08T15:06:13.0000000,00:04:15,RStudio,,,
excesoMortalidad - main - RStudio,2023-05-08T15:14:29.0000000,2023-05-08T15:16:13.0000000,00:01:44,RStudio,,,
Bandeja de entrada - penninivel@paho.org - Outlook,2023-05-08T15:16:13.0000000,2023-05-08T15:25:45.0000000,00:09:32,Microsoft Outlook,,,
Elementos enviados - penninivel@paho.org - Outlook,2023-05-08T15:25:45.0000000,2023-05-08T15:25:56.0000000,00:00:11,Microsoft Outlook,,,
TDRs nueva contratacion Ing en sistemas para nuevas implementaciones 2023 V2 8.5 (002)  -  Vista protegida - Word,2023-05-08T15:25:56.0000000,2023-05-08T15:26:40.0000000,00:00:44,Microsoft Word,,,
Elementos enviados - penninivel@paho.org - Outlook,2023-05-08T15:26:40.0000000,2023-05-08T15:27:29.0000000,00:00:49,Microsoft Outlook,,,
(6) WhatsApp - Google Chrome,2023-05-08T15:27:29.0000000,2023-05-08T15:27:36.0000000,00:00:07,Google Chrome,,,
(5) WhatsApp - Google Chrome,2023-05-08T15:27:36.0000000,2023-05-08T15:28:06.0000000,00:00:30,Google Chrome,,,
Centro de notificaciones,2023-05-08T15:28:06.0000000,2023-05-08T15:28:16.0000000,00:00:10,Windows Shell Experience Host,,,
(5) WhatsApp - Google Chrome,2023-05-08T15:28:16.0000000,2023-05-08T15:28:50.0000000,00:00:34,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T15:28:50.0000000,2023-05-08T15:29:31.0000000,00:00:41,Google Chrome,,,
African Union Health Information Exchange Guidelines and Standards – Africa CDC - Google Chrome,2023-05-08T15:29:31.0000000,2023-05-08T15:29:38.0000000,00:00:07,Google Chrome,,,
r - How to specify names of columns for x and y when joining in dplyr? - Stack Overflow - Google Chrome,2023-05-08T15:29:38.0000000,2023-05-08T15:29:44.0000000,00:00:06,Google Chrome,,,
uruguay/app.R at main · agsantoro/uruguay - Google Chrome,2023-05-08T15:29:44.0000000,2023-05-08T15:30:02.0000000,00:00:18,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T15:30:02.0000000,2023-05-08T15:31:37.0000000,00:01:35,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-08T15:31:37.0000000,2023-05-08T15:32:31.0000000,00:00:54,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T15:32:31.0000000,2023-05-08T15:32:47.0000000,00:00:16,Google Chrome,,,
Propuestas de Turismo – CICOP - Google Chrome,2023-05-08T15:32:47.0000000,2023-05-08T15:32:55.0000000,00:00:08,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-08T15:32:55.0000000,2023-05-08T15:33:16.0000000,00:00:21,Google Chrome,,,
Propuestas de Turismo – CICOP - Google Chrome,2023-05-08T15:33:16.0000000,2023-05-08T15:36:12.0000000,00:02:56,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T15:36:12.0000000,2023-05-08T15:36:23.0000000,00:00:11,Google Chrome,,,
AYUDAS ECONÓMICAS AFILIADAS/DOS ACTIVAS/OS – CICOP - Google Chrome,2023-05-08T15:36:23.0000000,2023-05-08T15:36:56.0000000,00:00:33,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T15:36:56.0000000,2023-05-08T15:37:10.0000000,00:00:14,Google Chrome,,,
AYUDAS ECONÓMICAS AFILIADAS/DOS ACTIVAS/OS – CICOP - Google Chrome,2023-05-08T15:37:10.0000000,2023-05-08T15:37:19.0000000,00:00:09,Google Chrome,,,
Prestaciones Mutuales – CICOP - Google Chrome,2023-05-08T15:37:19.0000000,2023-05-08T15:37:56.0000000,00:00:37,Google Chrome,,,
Propuestas de Turismo – CICOP - Google Chrome,2023-05-08T15:37:56.0000000,2023-05-08T15:38:34.0000000,00:00:38,Google Chrome,,,
(4) WhatsApp - Google Chrome,2023-05-08T15:38:34.0000000,2023-05-08T15:39:25.0000000,00:00:51,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-08T15:39:25.0000000,2023-05-08T15:40:06.0000000,00:00:41,Google Chrome,,,
Propuestas de Turismo – CICOP - Google Chrome,2023-05-08T15:40:06.0000000,2023-05-08T15:40:29.0000000,00:00:23,Google Chrome,,,
Elementos enviados - penninivel@paho.org - Outlook,2023-05-08T15:40:29.0000000,2023-05-08T15:40:34.0000000,00:00:05,Microsoft Outlook,,,
(3) WhatsApp - Google Chrome,2023-05-08T15:40:34.0000000,2023-05-08T15:42:02.0000000,00:01:28,Google Chrome,,,
Propuestas de Turismo – CICOP - Google Chrome,2023-05-08T15:42:02.0000000,2023-05-08T15:42:28.0000000,00:00:26,Google Chrome,,,
Más beneficios – CICOP - Google Chrome,2023-05-08T15:42:28.0000000,2023-05-08T15:42:51.0000000,00:00:23,Google Chrome,,,
Vamos al Cine – CICOP - Google Chrome,2023-05-08T15:42:51.0000000,2023-05-08T15:43:08.0000000,00:00:17,Google Chrome,,,
Más beneficios – CICOP - Google Chrome,2023-05-08T15:43:08.0000000,2023-05-08T15:43:20.0000000,00:00:12,Google Chrome,,,
Teatros – CICOP - Google Chrome,2023-05-08T15:43:20.0000000,2023-05-08T15:44:08.0000000,00:00:48,Google Chrome,,,
(3) WhatsApp - Google Chrome,2023-05-08T15:44:08.0000000,2023-05-08T15:44:43.0000000,00:00:35,Google Chrome,,,
Teatros – CICOP - Google Chrome,2023-05-08T15:44:43.0000000,2023-05-08T15:45:00.0000000,00:00:17,Google Chrome,,,
Contacto – CICOP - Google Chrome,2023-05-08T15:45:00.0000000,2023-05-08T15:45:09.0000000,00:00:09,Google Chrome,,,
